venue_id,venue_type,geo_cluster,value_metric,churn_risk_oof,priority_quadrant
353,waiting_room,4,59.56352201265792,0.08863361282292787,"Monitor (low value, low risk)"
354,waiting_room,6,191.35767627970645,0.12159608838046028,"Monitor (low value, low risk)"
355,waiting_room,3,-5.166827803490971,0.08107528528747406,"Monitor (low value, low risk)"
356,waiting_room,13,107.04342658181884,0.08592321053597782,"Monitor (low value, low risk)"
357,waiting_room,1,129.5201584818652,0.05499810189643108,"Monitor (low value, low risk)"
358,waiting_room,17,112.07750476290909,0.08872737608564102,"Monitor (low value, low risk)"
359,waiting_room,11,105.41221594640209,0.07672662630209438,"Monitor (low value, low risk)"
360,waiting_room,4,81.60192377866016,0.06638982153162291,"Monitor (low value, low risk)"
361,waiting_room,5,183.90224803160896,0.20727029242446834,"Low priority (low value, high risk)"
362,waiting_room,2,95.84138697356497,0.09873322133632723,"Monitor (low value, low risk)"
363,waiting_room,18,64.7088461952384,0.17339348640841032,"Low priority (low value, high risk)"
364,waiting_room,13,72.89058476472252,0.08872737608564102,"Monitor (low value, low risk)"
365,waiting_room,9,95.44185090024716,0.08725899658277787,"Monitor (low value, low risk)"
366,waiting_room,19,57.62494288057415,0.06869127571794108,"Monitor (low value, low risk)"
367,waiting_room,18,84.56755322477123,0.13624581531294624,"Low priority (low value, high risk)"
368,waiting_room,16,103.76975321464444,0.1190563612264887,"Monitor (low value, low risk)"
369,waiting_room,15,68.55709813310712,0.06375707098089373,"Monitor (low value, low risk)"
370,waiting_room,17,64.78398712827114,0.3148068176666341,"Low priority (low value, high risk)"
371,waiting_room,4,15.744269636463953,0.06375707098089373,"Monitor (low value, low risk)"
372,waiting_room,17,186.75298866463336,0.059323238270137135,"Monitor (low value, low risk)"
373,waiting_room,2,110.75957720219569,0.10564217691800097,"Monitor (low value, low risk)"
374,waiting_room,5,105.79595408637076,0.06992823444069003,"Monitor (low value, low risk)"
375,waiting_room,17,105.74706417455556,0.07189938988740659,"Monitor (low value, low risk)"
376,waiting_room,3,81.03282246212234,0.06375707098089373,"Monitor (low value, low risk)"
377,waiting_room,12,128.4814097437928,0.07663616585119784,"Monitor (low value, low risk)"
378,waiting_room,2,102.86773145801124,0.1600360895393593,"Low priority (low value, high risk)"
379,waiting_room,9,85.35387431575423,0.10600581830328827,"Monitor (low value, low risk)"
380,waiting_room,3,55.35723185704498,0.06611783665742021,"Monitor (low value, low risk)"
381,waiting_room,6,63.23512072958891,0.15162591900410557,"Low priority (low value, high risk)"
382,waiting_room,11,115.75543000128654,0.06841055315982192,"Monitor (low value, low risk)"
383,waiting_room,19,64.03158277034565,0.06375707098089373,"Monitor (low value, low risk)"
384,waiting_room,6,133.52024572704306,0.059323238270137135,"Monitor (low value, low risk)"
385,waiting_room,6,184.9750173707922,0.06375707098089373,"Monitor (low value, low risk)"
386,waiting_room,13,82.38914264973045,0.08592321053597782,"Monitor (low value, low risk)"
387,waiting_room,11,99.79053683650108,0.06375707098089373,"Monitor (low value, low risk)"
388,waiting_room,13,81.86024136672965,0.06442525781298966,"Monitor (low value, low risk)"
389,waiting_room,18,110.23729791467656,0.13939980985191353,"Low priority (low value, high risk)"
390,waiting_room,1,122.96356267376012,0.11884885132031568,"Monitor (low value, low risk)"
391,waiting_room,1,118.4048843068012,0.08137881919717647,"Monitor (low value, low risk)"
392,waiting_room,12,107.58693652862756,0.05901483908134059,"Monitor (low value, low risk)"
393,waiting_room,7,64.69831510106843,0.06843757187876053,"Monitor (low value, low risk)"
394,waiting_room,14,161.61337106656111,0.07785053462923751,"Monitor (low value, low risk)"
395,waiting_room,9,25.632015318588497,0.30595171815028555,"Low priority (low value, high risk)"
396,waiting_room,15,91.1088121588034,0.07790472028078275,"Monitor (low value, low risk)"
397,waiting_room,2,125.30340591013707,0.0855968898150875,"Monitor (low value, low risk)"
398,waiting_room,19,83.8567163276264,0.06841055315982192,"Monitor (low value, low risk)"
399,waiting_room,16,140.5363065711666,0.08217342092533828,"Monitor (low value, low risk)"
