venue_id,venue_type,geo_cluster,baseline_level,dwell_time_min,screen_count,audience_quality,traffic_tier,pool,rct_arm
319,waiting_room,11,227.39659776009844,22.5308279241324,1,0.49634685910128096,high,rct,treated
320,waiting_room,0,119.09417049722906,29.756771953245796,2,0.5528740889168837,low,rct,treated
321,waiting_room,17,201.1943792398704,27.040346122546318,3,0.6514877710546022,high,obs,n/a
322,waiting_room,11,107.77711366042068,21.678915905123873,2,0.40694324306930824,low,obs,n/a
323,waiting_room,3,159.01522537705353,18.572382239246423,2,0.6958031538219276,high,obs,n/a
324,waiting_room,2,128.0113533311484,14.123993712244344,2,0.5385391648696164,low,rct,holdout
325,waiting_room,6,121.97125590221282,16.9694983350909,3,0.4282340573122613,low,obs,n/a
326,waiting_room,9,101.50540637197085,16.943491372112604,1,0.3404417764447127,low,obs,n/a
327,waiting_room,9,127.07132273399881,24.22586769419564,1,0.4503348830532521,low,obs,n/a
328,waiting_room,1,148.76367219713865,23.047683900364316,3,0.844939934661457,high,obs,n/a
329,waiting_room,4,106.66158443654426,16.447733052296726,2,0.627624725321177,low,obs,n/a
330,waiting_room,3,172.97826689158572,14.187134869163032,1,0.7161947968627997,high,obs,n/a
331,waiting_room,1,119.71327495307793,29.160500623314945,1,0.8075573075075947,low,obs,n/a
332,waiting_room,17,161.04936885653763,23.581840315136994,2,0.4628127394838422,high,rct,holdout
333,waiting_room,8,110.21964212602764,22.603594043888766,1,0.5812037913901549,low,obs,n/a
334,waiting_room,1,165.3287772356402,28.72159880902674,1,0.5377080837571957,high,obs,n/a
335,waiting_room,6,90.05757275279883,21.592683158471957,2,0.5596972947806329,low,obs,n/a
336,waiting_room,8,99.38102482269392,30.001151109419737,2,0.46139414327084705,low,obs,n/a
337,waiting_room,11,139.28938412056817,23.108455473866773,3,0.7063590505183394,low,rct,treated
338,waiting_room,4,123.64147358518778,18.939971627072094,1,0.598296108954755,low,obs,n/a
339,waiting_room,2,186.6274092541226,13.962945800876149,2,0.5362048509237971,high,rct,holdout
340,waiting_room,11,183.6632100090256,22.743988710626518,2,0.5769614837962004,high,obs,n/a
341,waiting_room,17,178.74495793919846,25.3082942351646,2,0.7283026631740471,high,obs,n/a
342,waiting_room,17,126.70284141868889,28.95690559591479,1,0.6461414123946173,low,obs,n/a
343,waiting_room,6,105.34685588243707,27.002962249243417,1,0.6107640707263796,low,rct,holdout
344,waiting_room,16,175.30388659087976,27.716640935313528,1,0.4821696640936666,high,rct,treated
345,waiting_room,6,232.8818180182955,32.07487483971359,1,0.5634980178908419,high,rct,treated
346,waiting_room,12,156.28000236548772,22.3843705505287,3,0.508993360352278,high,rct,treated
347,waiting_room,5,177.89940190966905,17.580927656183917,2,0.6070465914817823,high,obs,n/a
348,waiting_room,14,179.84913796484767,28.46211546843729,3,0.6780211147945906,high,obs,n/a
349,waiting_room,4,173.9321086990897,25.164438163317016,2,0.6608279818927978,high,rct,holdout
350,waiting_room,5,161.78100457071238,23.034923394419483,1,0.6960247273748463,high,obs,n/a
351,waiting_room,14,158.19223294545117,16.19251675358582,2,0.4887244181677482,high,rct,treated
352,waiting_room,5,119.0017343894195,18.19637020741191,1,0.47225051559518894,low,obs,n/a
353,waiting_room,4,134.48716606329924,20.979626788952643,3,0.3401055335397006,low,rct,holdout
354,waiting_room,6,181.54932501591776,15.842523932962699,3,0.8536593908953117,high,rct,holdout
355,waiting_room,3,105.03130783396062,13.770714040048059,1,0.27935527101289664,low,obs,n/a
356,waiting_room,13,113.0099340354345,19.105347185590762,3,0.6412069210045983,low,rct,holdout
357,waiting_room,1,158.43024109734955,21.542204961792997,3,0.6259985207949412,high,obs,n/a
358,waiting_room,17,187.6323045460033,19.3578477414895,1,0.346515083928142,high,rct,treated
359,waiting_room,11,120.22958966328584,15.669523840588745,3,0.6997782507268216,low,rct,holdout
360,waiting_room,4,182.75774749189603,16.92336979504436,1,0.6183522310433701,high,obs,n/a
361,waiting_room,5,204.03859388583575,28.8560092793403,2,0.7170565264287999,high,rct,holdout
362,waiting_room,2,170.41744440055078,17.416052347201784,3,0.5245319590264099,high,obs,n/a
363,waiting_room,18,108.96391788220285,26.976294992576694,2,0.4882642084063674,low,obs,n/a
364,waiting_room,13,134.91682712652548,24.366367161566565,1,0.822492062776582,low,obs,n/a
365,waiting_room,9,127.0315722048883,23.706819393926864,3,0.4584074413515934,low,rct,holdout
366,waiting_room,19,203.97238799093196,24.06651234330333,1,0.8481974626959385,high,obs,n/a
367,waiting_room,18,145.97177893172426,18.904592368568927,2,0.5564319803318313,low,rct,treated
368,waiting_room,16,98.60231975756354,17.684759699999724,2,0.6322377609236933,low,obs,n/a
369,waiting_room,15,117.27801540431349,20.272700244007822,2,0.6486094594681173,low,obs,n/a
370,waiting_room,17,72.83430216804794,20.078926596075448,2,0.5035379339921454,low,obs,n/a
371,waiting_room,4,117.53249715759813,23.336361664654085,2,0.34497352139259246,low,obs,n/a
372,waiting_room,17,231.3399815424904,22.949298947693244,1,0.5816350642456563,high,obs,n/a
373,waiting_room,2,187.8977113213628,23.345601545929743,2,0.6375160752799888,high,rct,treated
374,waiting_room,5,130.321810090346,24.220482470847333,3,0.5603607683826269,low,obs,n/a
375,waiting_room,17,150.19119098573756,14.916496277037574,2,0.95,high,obs,n/a
376,waiting_room,3,193.19034033565555,21.28194221395436,3,0.5451896163511358,high,rct,holdout
377,waiting_room,12,179.85453059681032,18.382375085733102,3,0.7293252166778803,high,obs,n/a
378,waiting_room,2,172.2856187344479,22.100988233891854,3,0.5944890197303654,high,obs,n/a
379,waiting_room,9,89.54723645166584,26.834916934336476,1,0.8125626623865696,low,rct,treated
380,waiting_room,3,156.1652051885448,22.972383141304988,2,0.5514943803021803,high,obs,n/a
381,waiting_room,6,92.09061497751918,22.64188763814109,1,0.6390861556828732,low,obs,n/a
382,waiting_room,11,85.75669216348241,24.77298490074162,2,0.75924620684688,low,obs,n/a
383,waiting_room,19,150.45060824722853,25.90094589107503,3,0.5452023157129297,high,obs,n/a
384,waiting_room,6,156.0471577763641,22.81225264574186,2,0.6331770271921008,high,obs,n/a
385,waiting_room,6,218.49839461728232,23.415162524657468,3,0.41126246295802404,high,obs,n/a
386,waiting_room,13,124.42747645761766,30.973400432345215,1,0.9458541567062819,low,obs,n/a
387,waiting_room,11,144.64405169297555,29.49925203187931,1,0.7767619118931246,low,obs,n/a
388,waiting_room,13,92.69594224108343,24.43857286622709,3,0.7637506500165314,low,rct,treated
389,waiting_room,18,194.54913218236968,19.79968447355408,3,0.36143086805557034,high,obs,n/a
390,waiting_room,1,175.06502088888985,21.46149393396297,3,0.5569885714747491,high,rct,treated
391,waiting_room,1,153.67711765019402,17.667478628484275,2,0.5618654210776391,high,obs,n/a
392,waiting_room,12,190.69246944041308,17.686864183429673,3,0.7784073250275646,high,obs,n/a
393,waiting_room,7,114.32519179248241,30.084511182878405,1,0.6332878031229214,low,rct,treated
394,waiting_room,14,211.06844422803763,12.984795663428677,3,0.5183921252825047,high,obs,n/a
395,waiting_room,9,119.89606284090934,14.982208624192317,1,0.3236639702728782,low,obs,n/a
396,waiting_room,15,162.189598067894,14.949372898020998,2,0.395372462309146,high,obs,n/a
397,waiting_room,2,185.29061828393452,23.57336378181423,3,0.6178295538389187,high,obs,n/a
398,waiting_room,19,150.7710937555946,18.550632414955835,3,0.8441954405808004,high,rct,treated
399,waiting_room,16,180.5382899372245,10.646977830104388,3,0.5324710007627007,high,obs,n/a
